Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,18,7,273,136,19.3,12.9,0.2,157.103,20.464,121.046,112.793
1,18,8,558,173,21,14.9,0.2,379.367,23.547,318.485,303.237
1,18,9,739,180,22,14.4,0.2,625.04,26.339,532.108,509.29
1,18,10,855,169,22.8,14.4,0.2,835.628,28.589,700.053,671.283
1,18,11,937,138,22.9,15.7,0.2,977.552,29.194,812.244,779.499
1,18,12,937,156,23,17,0.2,1048.137,29.304,867.114,832.425
1,18,13,939,153,22.7,17.5,0.2,1043.484,28.823,865.108,830.491
1,18,14,929,139,23,17,0.2,959.593,28.776,799.213,766.93
1,18,15,862,150,23,17,0.2,805.838,27.857,678.068,650.078
1,18,16,760,150,21.3,20,0.2,589.706,24.396,506.703,484.785
1,18,17,576,145,22,14.4,0.2,343.441,24.365,283.723,269.706
1,18,18,291,106,20,15.9,0.2,125.281,20.772,92.031,84.807
1,18,19,0,24,19,12.3,0.2,20.557,19.154,13.262,8.829
1,18,20,0,0,19,15.9,0.2,0,19,0,0
1,18,21,0,0,18,15.4,0.2,0,18,0,0
1,18,22,0,0,17.9,14.9,0.2,0,17.9,0,0
1,18,23,0,0,17.9,13.1,0.2,0,17.9,0,0
1,19,0,0,0,18,11.3,0.2,0,18,0,0
1,19,1,0,0,17.7,9.8,0.2,0,17.7,0,0
1,19,2,0,0,18,10.3,0.2,0,18,0,0
1,19,3,0,0,17,8.7,0.2,0,17,0,0
1,19,4,0,0,15.7,3.1,0.2,0,15.7,0,0
1,19,5,0,0,14,3.1,0.2,0,14,0,0
1,19,6,5,37,17,2.1,0.2,30.848,17.724,23.07,18.289
1,19,7,275,135,20,1.5,0.2,156.293,24.128,118.436,110.275
1,19,8,564,171,23,1,0.2,379.651,34.538,305.12,290.344
1,19,9,749,175,25,2.1,0.2,626.473,39.96,505.797,483.911
1,19,10,876,158,27,2.6,0.2,842.152,45.262,660.859,633.478
1,19,11,956,134,29,5.7,0.2,991.636,42.774,781.29,749.643
1,19,12,955,144,28,8.7,0.2,1055.8,38.879,841.79,807.998
1,19,13,942,151,27.8,8.7,0.2,1045.897,38.576,835.064,801.511
1,19,14,924,143,26,12.3,0.2,960.225,33.562,785.18,753.394
1,19,15,884,131,25,12.9,0.2,802.336,31.088,667.292,639.684
1,19,16,775,138,24.5,11.8,0.2,588.868,29.312,496.811,475.244
1,19,17,594,132,23,13.4,0.2,342.167,25.5,281.298,267.367
1,19,18,271,110,21,14.9,0.2,126.166,21.823,93.292,86.023
1,19,19,0,23,19.7,11.8,0.2,19.769,19.852,12.554,8.145
1,19,20,0,0,19,12.3,0.2,0,19,0,0
1,19,21,0,0,20,12.9,0.2,0,20,0,0
1,19,22,0,0,19.1,13.4,0.2,0,19.1,0,0
1,19,23,0,0,19,12.9,0.2,0,19,0,0
1,20,0,0,0,18,10.8,0.2,0,18,0,0
1,20,1,0,0,18.3,12.3,0.2,0,18.3,0,0
1,20,2,0,0,18,8.2,0.2,0,18,0,0
1,20,3,0,0,18,9.8,0.2,0,18,0,0
1,20,4,0,0,17.8,8.7,0.2,0,17.8,0,0
1,20,5,0,0,17,8.2,0.2,0,17,0,0
1,20,6,3,36,18,9.3,0.2,30.03,18.29,22.218,17.467
1,20,7,273,133,21.3,6.7,0.2,154.063,23.174,117.036,108.925
1,20,8,560,171,24,6.7,0.2,377.681,28.692,310.661,295.69
1,20,9,742,177,25,11.8,0.2,623.867,30.095,523.716,501.195
1,20,10,852,169,27.1,13.4,0.2,833.695,33.23,686.256,657.975
1,20,11,936,138,28,12.3,0.2,977.871,35.701,792.53,760.484
1,20,12,941,153,28,11.3,0.2,1051.392,36.855,844.945,811.042
1,20,13,925,163,27.9,9.3,0.2,1041.523,38.105,833.024,799.543
1,20,14,915,148,26,9.8,0.2,958.168,35.027,779.021,747.454
1,20,15,880,133,27,9.8,0.2,802.578,34.572,658.535,631.237
1,20,16,771,140,26.5,9.3,0.2,589.758,32.303,491.806,470.416
1,20,17,591,133,25,8.2,0.2,342.952,28.677,278.661,264.824
1,20,18,270,109,22,9.3,0.2,125.69,23.195,92.391,85.153
1,20,19,0,23,23.3,9.3,0.2,19.748,23.482,12.159,7.765
1,20,20,0,0,23,6.2,0.2,0,23,0,0
1,20,21,0,0,21,5.1,0.2,0,21,0,0
1,20,22,0,0,20.1,4.6,0.2,0,20.1,0,0
1,20,23,0,0,19,2.6,0.2,0,19,0,0
1,21,0,0,0,18,3.6,0.2,0,18,0,0
1,21,1,0,0,18.1,2.1,0.2,0,18.1,0,0
1,21,2,0,0,18,5.1,0.2,0,18,0,0
1,21,3,0,0,18,3.6,0.2,0,18,0,0
1,21,4,0,0,18.4,4.6,0.2,0,18.4,0,0
1,21,5,0,0,17,5.7,0.2,0,17,0,0
1,21,6,0,33,18,2.6,0.2,27.753,18.59,20.264,15.583
1,21,7,271,123,21,2.6,0.2,145.603,24.077,109.369,101.53
1,21,8,526,173,24,2.1,0.2,365.517,32.685,295.794,281.349
1,21,9,739,164,26,3.6,0.2,610.168,37.231,498.22,476.603
1,21,10,822,183,27.3,2.6,0.2,823.17,45.147,646.018,619.164
1,21,11,878,173,28,3.1,0.2,966.139,47.19,747.237,716.796
1,21,12,851,211,24,5.1,0.2,1029.024,39.343,818.137,785.184
1,21,13,817,231,25.8,3.6,0.2,1019.037,44.475,793.456,761.377
1,21,14,809,211,24,6.7,0.2,930.237,35.576,753.794,723.12
1,21,15,777,185,23,6.2,0.2,779.795,33.25,642.169,615.451
1,21,16,691,170,23,2.6,0.2,571.387,35.417,469.957,449.341
1,21,17,527,151,25,1.5,0.2,333.268,33.969,265.593,252.218
1,21,18,241,111,21,3.6,0.2,123.714,23.21,91.982,84.759
1,21,19,0,22,19.9,2.6,0.2,18.954,20.285,11.659,7.282
1,21,20,0,0,19,1.5,0.2,0,19,0,0
1,21,21,0,0,19,6.7,0.2,0,19,0,0
1,21,22,0,0,20.5,8.7,0.2,0,20.5,0,0
1,21,23,0,0,21,6.7,0.2,0,21,0,0
1,22,0,0,0,21,3.1,0.2,0,21,0,0
1,22,1,0,0,20.2,2.1,0.2,0,20.2,0,0
1,22,2,0,0,15,11.8,0.2,0,15,0,0
1,22,3,0,0,14,3.1,0.2,0,14,0,0
1,22,4,0,0,14.9,6.7,0.2,0,14.9,0,0
1,22,5,0,0,15,3.6,0.2,0,15,0,0
1,22,6,0,29,17,5.7,0.2,24.696,17.336,17.863,13.267
1,22,7,262,122,18.8,5.7,0.2,143.065,20.74,109.051,101.223
1,22,8,542,167,22,7.2,0.2,366.44,26.328,303.998,289.263
1,22,9,757,155,24,7.7,0.2,612.846,30.935,513.221,491.072
1,22,10,857,155,26.3,7.7,0.2,825.318,35.62,673.459,645.632
1,22,11,912,153,28,8.7,0.2,971.031,38.011,779.821,748.226
1,22,12,914,170,28,8.2,0.2,1042.489,39.222,829.956,796.584
1,22,13,907,173,23.3,10.3,0.2,1046.37,32.777,854.08,819.853
1,22,14,893,163,23,11.3,0.2,962.884,31.115,794.359,762.249
1,22,15,866,139,23,10.3,0.2,804.722,30.305,671.124,643.38
1,22,16,762,142,22,6.2,0.2,589.016,29.762,496.055,474.514
1,22,17,581,135,21.5,5.4,0.2,342.939,26.413,281.575,267.634
1,22,18,259,109,21,4.6,0.2,125.007,22.932,92.391,85.153
1,22,19,0,22,19,5.7,0.2,18.931,19.245,11.499,7.128
1,22,20,0,0,19,5.7,0.2,0,19,0,0
1,22,21,0,0,19,5.1,0.2,0,19,0,0
1,22,22,0,0,18.2,5.7,0.2,0,18.2,0,0
1,22,23,0,0,17,4.6,0.2,0,17,0,0
1,23,0,0,0,17,5.1,0.2,0,17,0,0
1,23,1,0,0,17.5,6.2,0.2,0,17.5,0,0
1,23,2,0,0,17,5.1,0.2,0,17,0,0
1,23,3,0,0,17,5.1,0.2,0,17,0,0
1,23,4,0,0,17.4,2.6,0.2,0,17.4,0,0
1,23,5,0,0,17,4.6,0.2,0,17,0,0
1,23,6,0,31,18,5.1,0.2,26.112,18.38,18.622,13.999
1,23,7,292,118,22.3,4.6,0.2,144.425,24.536,107.178,99.417
1,23,8,555,163,24,5.1,0.2,367.884,29.479,301.36,286.718
1,23,9,757,154,25,3.6,0.2,611.895,36.265,501.892,480.145
1,23,10,852,157,28.2,2.6,0.2,823.594,46.061,644.483,617.683
1,23,11,904,156,29,3.6,0.2,967.204,46.746,749.935,719.398
1,23,12,976,106,29,6.2,0.2,1045.508,42.722,821.831,788.746
1,23,13,903,175,29.3,6.2,0.2,1045.784,43.02,819.853,786.838
1,23,14,890,164,30,6.7,0.2,962.641,41.983,761.041,730.111
1,23,15,919,94,29,5.7,0.2,800.83,40.144,643.521,616.755
1,23,16,756,145,26.8,5.7,0.2,589.549,35.018,486.377,465.179
1,23,17,625,114,26,4.1,0.2,341.826,31.799,274.301,260.618
1,23,18,305,97,23,4.6,0.2,121.968,24.87,86.992,79.946
1,23,19,0,22,21.5,3.1,0.2,18.904,21.847,11.09,6.733
1,23,20,0,0,21,2.6,0.2,0,21,0,0
1,23,21,0,0,20,1.5,0.2,0,20,0,0
1,23,22,0,0,19.9,3.1,0.2,0,19.9,0,0
1,23,23,0,0,19.4,4.9,0.2,0,19.4,0,0
1,24,0,0,0,19,6.7,0.2,0,19,0,0
1,24,1,0,0,18.7,3.6,0.2,0,18.7,0,0
1,24,2,0,0,18,3.6,0.2,0,18,0,0
1,24,3,0,0,18,4.6,0.2,0,18,0,0
1,24,4,0,0,17.8,2.6,0.2,0,17.8,0,0
1,24,5,0,0,18,1.5,0.2,0,18,0,0
1,24,6,0,27,19,4.6,0.2,23.044,19.356,16.027,11.496
1,24,7,193,117,20.3,4.1,0.2,127.652,22.435,97.987,90.551
1,24,8,125,261,21,3.1,0.2,274.186,26.451,228.017,215.974
1,24,9,85,315,22,2.1,0.2,330.928,29.875,271.652,258.063
1,24,10,15,241,21.6,1.5,0.2,223.028,27.605,180.499,170.14
1,24,11,320,435,22,3.1,0.2,702.913,35.925,564.91,540.93
1,24,12,639,357,24,3.1,0.2,970.163,43.235,757.606,726.797
1,24,13,774,290,26,2.1,0.2,1036.239,50.634,785.552,753.753
1,24,14,926,123,25,5.1,0.2,951.166,39.201,761.339,730.398
1,24,15,850,147,25,7.2,0.2,802.857,34.516,658.678,631.375
1,24,16,752,145,24.7,7.7,0.2,588.466,31.361,492.516,471.101
1,24,17,583,134,24,9.3,0.2,344.675,27.365,282.273,268.307
1,24,18,266,108,22,7.2,0.2,125.944,23.447,92.677,85.43
1,24,19,0,22,19.9,5.7,0.2,18.876,20.14,10.885,6.535
1,24,20,0,0,19,4.6,0.2,0,19,0,0
1,24,21,0,0,19,4.6,0.2,0,19,0,0
1,24,22,0,0,18.1,3.6,0.2,0,18.1,0,0
1,24,23,0,0,17,3.1,0.2,0,17,0,0
1,25,0,0,0,18,3.6,0.2,0,18,0,0
1,25,1,0,0,16.6,2.6,0.2,0,16.6,0,0
1,25,2,0,0,17,2.6,0.2,0,17,0,0
1,25,3,0,0,17,3.1,0.2,0,17,0,0
1,25,4,0,0,17.3,2.1,0.2,0,17.3,0,0
1,25,5,0,0,17,2.6,0.2,0,17,0,0
1,25,6,0,22,17,0,0.2,19.006,17.748,12.965,8.542
1,25,7,29,112,19,0.5,0.2,98.192,22.425,79.871,73.077
1,25,8,79,222,21,1.5,0.2,223.167,27.037,184.214,173.723
1,25,9,101,331,22,2.1,0.2,355.108,30.451,291.499,277.207
1,25,10,130,408,22.5,3.1,0.2,476.804,31.948,388.211,370.491
1,25,11,161,448,23,3.1,0.2,563.883,34.16,454.106,434.052
1,25,12,159,480,24,4.1,0.2,605.844,34.28,486.698,465.489
1,25,13,158,478,22.1,8.7,0.2,602.485,28.283,495.444,473.925
1,25,14,132,469,22,10.3,0.2,556.015,27.02,459.968,439.706
1,25,15,130,401,22,10.3,0.2,468.588,26.237,390.226,372.435
1,25,16,101,322,20.6,7.7,0.2,345.321,24.494,290.253,276.005
1,25,17,246,213,20,7.2,0.2,280.989,23.322,235.31,223.008
1,25,18,204,109,20,7.2,0.2,118.414,21.37,89.759,82.615
1,25,19,0,21,18.9,6.7,0.2,18.076,19.104,10.13,5.808
1,25,20,0,0,19,6.7,0.2,0,19,0,0
1,25,21,0,0,18,4.1,0.2,0,18,0,0
1,25,22,0,0,17.6,4.6,0.2,0,17.6,0,0
1,25,23,0,0,17,4.6,0.2,0,17,0,0
1,26,0,0,0,17,3.6,0.2,0,17,0,0
1,26,1,0,0,15.9,3.1,0.2,0,15.9,0,0
1,26,2,0,0,16,3.1,0.2,0,16,0,0
1,26,3,0,0,16,4.1,0.2,0,16,0,0
1,26,4,0,0,15.5,3.6,0.2,0,15.5,0,0
1,26,5,0,0,16,4.1,0.2,0,16,0,0
1,26,6,0,24,16,1,0.2,20.624,16.602,13.888,9.432
1,26,7,126,121,19.4,3.1,0.2,120.033,21.758,94.629,87.313
1,26,8,305,213,21,3.1,0.2,309.041,27.135,255.804,242.776
1,26,9,472,263,22,2.6,0.2,533.622,33.582,439.771,420.224
1,26,10,564,316,23.2,2.1,0.2,745.338,40.944,592.966,567.991
1,26,11,632,316,23,2.6,0.2,883.157,42.105,695.719,667.103
1,26,12,620,355,23,4.6,0.2,952.104,38.122,759.076,728.215
1,26,13,636,343,23.2,2.1,0.2,952.817,45.841,736.711,706.643
1,26,14,630,315,24,6.7,0.2,876.374,34.897,710.62,681.477
1,26,15,511,350,24,2.6,0.2,728.635,39.778,582.012,557.425
1,26,16,564,215,24.9,6.2,0.2,539.51,32.003,448.684,428.822
1,26,17,513,155,23,5.7,0.2,335.688,27.647,275.303,261.584
1,26,18,260,107,22,7.7,0.2,125.014,23.369,92.17,84.94
1,26,19,0,21,20,6.7,0.2,18.045,20.2,9.671,5.365
1,26,20,0,0,18,3.6,0.2,0,18,0,0
1,26,21,0,0,15,3.6,0.2,0,15,0,0
1,26,22,0,0,14.8,3.1,0.2,0,14.8,0,0
1,26,23,0,0,15.2,2.9,0.2,0,15.2,0,0
1,27,0,0,0,15.7,2.8,0.2,0,15.7,0,0
1,27,1,0,0,16.1,2.6,0.2,0,16.1,0,0
1,27,2,0,0,14,1.5,0.2,0,14,0,0
1,27,3,0,0,16,3.6,0.2,0,16,0,0
1,27,4,0,0,16.1,3.1,0.2,0,16.1,0,0
1,27,5,0,0,14,1,0.2,0,14,0,0
1,27,6,0,25,15,1,0.2,21.323,15.617,14.049,9.587
1,27,7,269,117,18.9,1.5,0.2,138.979,22.558,104.291,96.632
1,27,8,554,158,21,2.6,0.2,362.384,28.831,297.447,282.944
1,27,9,769,146,23,3.1,0.2,612.05,35.203,504.573,482.731
1,27,10,867,147,24.2,5.7,0.2,827.715,35.713,675.644,647.74
1,27,11,935,134,25,7.2,0.2,978.59,36.584,790.83,758.845
1,27,12,941,148,25.3,7.2,0.2,1054.834,37.777,844.98,811.075
1,27,13,940,148,25.7,7.2,0.2,1052.225,38.147,841.769,807.978
1,27,14,902,165,26,8.7,0.2,980.332,36.107,793.216,761.146
1,27,15,871,143,25,9.8,0.2,819.614,32.733,677.229,649.269
1,27,16,775,135,23.3,10.8,0.2,596.592,28.531,505.175,483.311
1,27,17,595,129,21.6,9.5,0.2,347.435,24.939,287.64,273.485
1,27,18,264,106,20,8.2,0.2,125.115,21.308,92.868,85.614
1,27,19,0,21,18.9,8.2,0.2,18.011,19.069,9.245,4.954
1,27,20,0,0,19,7.7,0.2,0,19,0,0
1,27,21,0,0,19,7.2,0.2,0,19,0,0
1,27,22,0,0,18.5,7.2,0.2,0,18.5,0,0
1,27,23,0,0,18,6.7,0.2,0,18,0,0
1,28,0,0,0,18,7.7,0.2,0,18,0,0
1,28,1,0,0,18.4,6.2,0.2,0,18.4,0,0
1,28,2,0,0,19,6.7,0.2,0,19,0,0
1,28,3,0,0,19,5.7,0.2,0,19,0,0
1,28,4,0,0,17.9,5.1,0.2,0,17.9,0,0
1,28,5,0,0,17,5.1,0.2,0,17,0,0
1,28,6,0,7,17,6.2,0.2,6.021,17.074,3.569,0
1,28,7,0,57,17.7,6.2,0.2,49.331,18.35,40.294,34.903
1,28,8,0,127,17.8,6.2,0.2,109.834,19.245,91.628,84.418
1,28,9,2,193,18,6.2,0.2,169.383,20.221,141.159,132.193
1,28,10,6,246,18.3,8.2,0.2,220.626,20.668,183.458,172.994
1,28,11,30,377,18,8.7,0.2,371.349,21.81,310.311,295.352
1,28,12,74,467,18.8,7.5,0.2,502.977,24.551,417.718,398.953
1,28,13,133,501,19.7,6.2,0.2,601.981,27.566,496.009,474.47
1,28,14,194,481,22,7.2,0.2,624.998,29.371,513.751,491.583
1,28,15,282,391,22,7.7,0.2,585.594,28.596,486.463,465.262
1,28,16,335,289,22.1,6.7,0.2,465.845,27.909,391.158,373.334
1,28,17,463,162,22,7.2,0.2,324.167,25.826,268.116,254.652
1,28,18,286,96,21,6.2,0.2,120.629,22.53,87.54,80.474
1,28,19,0,21,18.9,3.6,0.2,17.973,19.18,8.675,4.404
1,28,20,0,0,18,2.1,0.2,0,18,0,0
1,28,21,0,0,17,1,0.2,0,17,0,0
1,28,22,0,0,15.8,1.5,0.2,0,15.8,0,0
1,28,23,0,0,17,2.1,0.2,0,17,0,0
1,29,0,0,0,17,1.5,0.2,0,17,0,0
1,29,1,0,0,17.3,0,0.2,0,17.3,0,0
1,29,2,0,0,17,2.1,0.2,0,17,0,0
1,29,3,0,0,17,2.1,0.2,0,17,0,0
1,29,4,0,0,16.2,0,0.2,0,16.2,0,0
1,29,5,0,0,16,1,0.2,0,16,0,0
1,29,6,0,13,17,1,0.2,11.205,17.315,6.537,2.342
1,29,7,10,99,18,0,0.2,85.291,21.487,69.901,63.461
1,29,8,302,274,20,1,0.2,356.904,30.866,292.632,278.299
1,29,9,64,310,21,2.6,0.2,314.622,27.811,260.057,246.879
1,29,10,122,410,19.8,6.7,0.2,473.935,25.685,395.429,377.454
1,29,11,452,408,20,6.2,0.2,806.86,30.572,663.63,636.151
1,29,12,693,327,22,7.7,0.2,998.917,33.247,811.974,779.239
1,29,13,847,222,21.7,9.3,0.2,1043.138,31.918,853.738,819.523
1,29,14,893,159,22,8.7,0.2,969.503,31.996,797.363,765.146
1,29,15,874,132,22,9.8,0.2,814.292,29.683,681.059,652.962
1,29,16,772,135,21.4,10.3,0.2,597.156,26.834,509.03,487.029
1,29,17,561,145,21,11.3,0.2,347.62,23.92,289.567,275.343
1,29,18,279,101,19,11.3,0.2,123.901,20.011,91.622,84.412
1,29,19,0,20,17.9,9.8,0.2,17.17,18.037,8.276,4.019
1,29,20,0,0,18,9.8,0.2,0,18,0,0
1,29,21,0,0,17,8.2,0.2,0,17,0,0
1,29,22,0,0,16.8,7.7,0.2,0,16.8,0,0
1,29,23,0,0,17,7.7,0.2,0,17,0,0
1,30,0,0,0,17,8.2,0.2,0,17,0,0
1,30,1,0,0,16.5,7.7,0.2,0,16.5,0,0
1,30,2,0,0,16,6.7,0.2,0,16,0,0
1,30,3,0,0,16,5.7,0.2,0,16,0,0
1,30,4,0,0,15.7,5.7,0.2,0,15.7,0,0
1,30,5,0,0,16,6.7,0.2,0,16,0,0
1,30,6,0,22,17,5.7,0.2,18.84,17.236,10.613,6.273
1,30,7,216,126,19.2,7.7,0.2,137.393,20.719,106.036,98.315
1,30,8,555,154,20,8.7,0.2,359.042,23.693,300.607,285.992
1,30,9,722,174,21,9.3,0.2,609.778,26.999,518.662,496.32
1,30,10,839,166,22.4,7.7,0.2,825.068,31.719,683.904,655.707
1,30,11,914,149,23,10.8,0.2,975.857,31.525,804.197,771.738
1,30,12,930,155,24,10.8,0.2,1054.08,33.202,859.611,825.188
1,30,13,925,157,23.8,11.3,0.2,1049.948,32.644,858.16,823.788
1,30,14,911,149,23,13.4,0.2,969.983,30.126,803.839,771.392
1,30,15,879,129,22,12.9,0.2,812.18,28.164,683.417,655.237
1,30,16,773,135,21.8,12.3,0.2,598.886,26.534,511.147,489.071
1,30,17,592,128,21,12.9,0.2,347.779,23.626,289.831,275.598
1,30,18,262,104,20,11.8,0.2,124.122,20.981,92.209,84.978
1,30,19,0,20,18.5,9.8,0.2,17.128,18.637,8.23,3.975
1,30,20,0,0,18,9.3,0.2,0,18,0,0
1,30,21,0,0,18,7.2,0.2,0,18,0,0
1,30,22,0,0,17.5,4.6,0.2,0,17.5,0,0
1,30,23,0,0,17,4.1,0.2,0,17,0,0
1,31,0,0,0,17,4.6,0.2,0,17,0,0
1,31,1,0,0,16.9,5.1,0.2,0,16.9,0,0
1,31,2,0,0,17,5.1,0.2,0,17,0,0
1,31,3,0,0,17,3.1,0.2,0,17,0,0
1,31,4,0,0,15.6,2.6,0.2,0,15.6,0,0
1,31,5,0,0,15,2.6,0.2,0,15,0,0
1,31,6,0,22,15,2.1,0.2,18.773,15.39,9.831,5.519
1,31,7,250,112,18,2.1,0.2,131.429,21.049,99.153,91.676
1,31,8,507,166,21,3.1,0.2,350.633,27.952,288.903,274.702
1,31,9,674,174,21,3.1,0.2,580.871,32.579,483.299,462.211
1,31,10,583,291,22.9,5.1,0.2,740.493,33.955,606.386,580.936
1,31,11,641,313,22.9,8,0.2,893.132,32.687,730.495,700.647
1,31,12,694,305,23,10.8,0.2,982.759,31.57,804.621,772.146
1,31,13,726,284,23.1,9.8,0.2,994.059,32.451,811.412,778.697
1,31,14,749,243,24,9.3,0.2,925.814,33.073,757.242,726.446
1,31,15,757,190,22,9.3,0.2,782.707,29.683,653.714,626.587
1,31,16,684,167,22.1,8.7,0.2,576.065,28.06,488.04,466.783
1,31,17,382,188,21,8.7,0.2,314.855,24.241,262.846,249.569
1,31,18,131,103,20,7.2,0.2,104.908,21.223,81.394,74.546
1,31,19,0,12,19.7,7.2,0.2,10.345,19.804,4.816,0.682
1,31,20,0,0,19.3,7.2,0.2,0,19.3,0,0
1,31,21,0,0,19,8.2,0.2,0,19,0,0
1,31,22,0,0,18.6,8.7,0.2,0,18.6,0,0
1,31,23,0,0,18.2,7.7,0.2,0,18.2,0,0
2,1,0,0,0,18,11.8,0.2,0,18,0,0
2,1,1,0,0,17.7,11.3,0.2,0,17.7,0,0
2,1,2,0,0,17.5,10.6,0.2,0,17.5,0,0
2,1,3,0,0,17.4,10,0.2,0,17.4,0,0
2,1,4,0,0,17.3,9.3,0.2,0,17.3,0,0
2,1,5,0,0,17.2,10.1,0.2,0,17.2,0,0
2,1,6,0,21,18,11,0.2,17.935,18.131,8.659,4.389
2,1,7,260,110,18.6,11.8,0.2,131.224,19.639,99.074,91.6
2,1,8,550,153,20.1,12.3,0.2,356.214,22.899,299.163,284.599
2,1,9,769,141,21.6,12.9,0.2,608.578,26.228,519.924,497.537
2,1,10,869,141,23.1,13.4,0.2,826.607,29.181,692.474,663.974
2,1,11,916,146,23.3,13,0.2,977.002,30.658,807.995,775.401
2,1,12,930,154,23.6,12.7,0.2,1055.843,31.698,866.148,831.493
2,1,13,930,153,23.8,12.3,0.2,1054.18,32.098,863.538,828.976
2,1,14,913,147,23.1,12.8,0.2,972.947,30.52,805.193,772.698
2,1,15,884,125,22.5,13.4,0.2,815.088,28.497,685.172,656.93
2,1,16,775,133,21.8,13.9,0.2,600.516,26.097,513.551,491.39
2,1,17,595,126,21.6,13.6,0.2,348.673,24.122,290.276,276.027
2,1,18,263,102,21.5,13.2,0.2,123.202,22.389,90.815,83.633
2,1,19,0,19,21.3,12.9,0.2,16.268,21.404,7.689,3.453
2,1,20,0,0,21,11.6,0.2,0,21,0,0
2,1,21,0,0,20.8,10.3,0.2,0,20.8,0,0
2,1,22,0,0,20.5,9,0.2,0,20.5,0,0
2,1,23,0,0,20.3,7.7,0.2,0,20.3,0,0
2,2,0,0,0,20,6.4,0.2,0,20,0,0
2,2,1,0,0,19.8,5.1,0.2,0,19.8,0,0
2,2,2,0,0,18.5,3.4,0.2,0,18.5,0,0
2,2,3,0,0,17.1,1.7,0.2,0,17.1,0,0
2,2,4,0,0,15.8,0,0.2,0,15.8,0,0
2,2,5,0,0,17.5,0.5,0.2,0,17.5,0,0
2,2,6,0,20,19.3,1,0.2,17.108,19.741,8.175,3.921
2,2,7,224,111,21,1.5,0.2,126.499,24.338,94.692,87.374
2,2,8,452,176,23.2,3.4,0.2,337.877,29.585,276.74,262.97
2,2,9,611,197,25.5,5.3,0.2,563.949,33.739,466.615,446.118
2,2,10,508,348,27.7,7.2,0.2,734.362,36.39,594.771,569.732
2,2,11,624,314,28.1,7.2,0.2,880.622,38.511,704.181,675.266
2,2,12,620,348,28.6,7.2,0.2,953.605,39.865,755.46,724.728
2,2,13,618,348,29,7.2,0.2,951.179,40.236,752.463,721.837
2,2,14,731,270,28.9,8.1,0.2,937.169,39.081,748.275,717.797
2,2,15,844,145,28.7,8.9,0.2,808.592,36.909,657.59,630.325
2,2,16,761,137,28.6,9.8,0.2,596.845,34.244,494.522,473.036
2,2,17,576,131,27.7,6.4,0.2,346.439,32.138,279.629,265.757
2,2,18,249,102,26.9,3.1,0.2,121.39,29.243,87.29,80.233
2,2,19,0,18,26,3.1,0.2,15.455,26.26,7.105,2.89
2,2,20,0,0,25,3.5,0.2,0,25,0,0
2,2,21,0,0,24,4,0.2,0,24,0,0
2,2,22,0,0,23,4.4,0.2,0,23,0,0
2,2,23,0,0,22,4.8,0.2,0,22,0,0
2,3,0,0,0,21,5.3,0.2,0,21,0,0
2,3,1,0,0,20,5.7,0.2,0,20,0,0
2,3,2,0,0,19.7,5.5,0.2,0,19.7,0,0
2,3,3,0,0,19.4,5.3,0.2,0,19.4,0,0
2,3,4,0,0,19.1,5.1,0.2,0,19.1,0,0
2,3,5,0,0,19.5,3.4,0.2,0,19.5,0,0
2,3,6,0,19,19.9,1.7,0.2,16.28,20.256,7.739,3.502
2,3,7,249,108,20.3,0,0.2,127.79,25.373,94.255,86.952
2,3,8,534,155,22.9,0,0.2,351.833,37.218,279.149,265.294
2,3,9,753,145,25.4,0,0.2,603.307,50.097,468.324,447.766
2,3,10,850,149,28,0,0.2,820.624,61.519,601.922,576.63
2,3,11,898,154,28.6,1.7,0.2,969.844,53.686,731.119,701.249
2,3,12,915,161,29.1,3.4,0.2,1050.014,48.964,804.186,771.727
2,3,13,917,160,29.7,5.1,0.2,1050.554,45.373,816.608,783.708
2,3,14,897,154,28.3,5.5,0.2,967.428,42.059,765.318,734.236
2,3,15,866,133,26.9,5.8,0.2,815.578,38.118,660.363,633.001
2,3,16,814,101,25.5,6.2,0.2,595.703,33.355,496.013,474.474
2,3,17,606,114,23.6,6.7,0.2,343.419,27.862,281.661,267.717
2,3,18,228,99,21.7,7.2,0.2,116.152,23.037,86.057,79.044
2,3,19,0,14,19.8,7.7,0.2,12.084,19.915,5.668,1.503
2,3,20,0,0,19.8,7.6,0.2,0,19.8,0,0
2,3,21,0,0,19.9,7.5,0.2,0,19.9,0,0
2,3,22,0,0,19.9,7.4,0.2,0,19.9,0,0
2,3,23,0,0,19.9,7.4,0.2,0,19.9,0,0
2,4,0,0,0,20,7.3,0.2,0,20,0,0
2,4,1,0,0,20,7.2,0.2,0,20,0,0
2,4,2,0,0,20,7.2,0.2,0,20,0,0
2,4,3,0,0,20.1,7.2,0.2,0,20.1,0,0
2,4,4,0,0,20.1,7.2,0.2,0,20.1,0,0
2,4,5,0,0,20.2,6.9,0.2,0,20.2,0,0
2,4,6,0,15,20.2,6.5,0.2,12.95,20.339,6.082,1.903
2,4,7,187,105,20.3,6.2,0.2,116.088,21.792,88.326,81.233
2,4,8,503,151,21,8.2,0.2,336.308,24.616,280.455,266.554
